|genres|app_name|release_date|id
112835|['Action', 'Adventure', 'Indie', 'RPG']|State of Extinction Demo|2015|414050
112836|['Racing', 'Simulation', 'Sports']|Project CARS - Renault Sport Car Pack|2015|334791
112837|['Action', 'Indie']|Respawn Man|2015|398940
112838|['Casual', 'Strategy']|Gnumz: Masters of Defense|2015|371460
112839|['Action', 'Indie']|Commander Cool 2|2015|356070
112840|['Action', 'Adventure', 'Indie']|Wick|2015|418300
112841|['Free to Play', 'Strategy', 'Early Access']|Gunslingers|2015|416670
112842|['Indie', 'Simulation']|SimplePlanes|2015|397340
112843|['Action', 'Adventure', 'Indie', 'RPG']|Evoland 2 - Artbook|2015|396470
112844|['Simulation', 'Strategy']|Stronghold Crusader 2: Delivering Justice mini-campaign|2015|317590
112845|['Adventure', 'Casual']|The Mystery of a Lost Planet|2015|400200
112846|['Action', 'Adventure']|Turok|1997|405820
112847|['Action']|FALL|2015|418050
112849|['Casual', 'Indie']|Lightbender|2015|415990
112850|['Adventure', 'Casual']|The Book of Desires|2015|428260
112851|['Adventure', 'Casual']|Mystery of Unicorn Castle: The Beastmaster|2015|428280
112852|['Adventure', 'Casual']|Twilight City: Love as a Cure|2015|428270
112853|['Adventure', 'Casual']|Mystery Castle: The Mirror's Secret|2015|428250
112854|['Simulation']|Train Simulator: Norfolk Southern Big 7s Loco Add-On|2015|325964
112855|['Action', 'Indie']|Furfly|2015|429040
112856|['Strategy']|Total Annihilation|1997|298030
112857|['Utilities']|3DMark API Overhead feature test|2015|407080
112858|['Simulation']|Train Simulator: DB BR 361 Loco Add-On|2015|325994
112859|['Utilities']|3DMark Cloud Gate benchmark|2015|406960
112860|['Utilities']|3DMark Ice Storm benchmarks|2015|406950
112861|['Adventure', 'Indie']|Space Pilgrim Episode I: Alpha Centauri|2015|429470
112862|['Action', 'Free to Play', 'Massively Multiplayer']|PlanetSide 2 Essential Pack|2015|429730
112863|['Action', 'Indie', 'Early Access']|Moonshot|2015|426930
112864|['Action', 'Massively Multiplayer', 'RPG']|Elements: Epic Heroes|2015|410490
112865|['Action', 'Casual', 'Indie']|UnSummoning: the Spectral Horde|2015|417060
112866|['Casual', 'Indie']|Snake Blocks|2015|339320
112867|['Indie', 'RPG']|Cardinal Quest 2 Soundtrack|2015|430000
112868|['Indie', 'Strategy']|Puzzle Strike|2015|386740
112869|['Adventure']|Dance of Death|2015|430020
112870|['Action', 'Indie']|Lightrise™|2015|382250
112871|['Adventure', 'Indie']|Aviary Attorney Soundtrack|2015|427650
112872|['Adventure', 'Indie']|Aviary Attorney|2015|384630
112873|['Casual', 'Indie', 'Strategy']|Nature Defenders|2015|430280
112874|['Action', 'Indie', 'Massively Multiplayer', 'Racing', 'Simulation', 'Sports']|Drift Streets Japan|2015|412880
112875|['Action', 'Indie']|Hauntsters|2015|428240
112876|['Action', 'Casual', 'Free to Play', 'Massively Multiplayer']|Counter-Strike Nexon: Zombies - Rivals DLC|2015|429450
112877|['Utilities']|3DMark Fire Strike benchmarks|2015|402290
112878|['Action', 'Indie', 'Simulation', 'Early Access']|Strange Space|2015|361250
112879|['Utilities']|3DMark Sky Diver benchmark|2015|393480
112881|['Indie', 'RPG']|UnderRail|2015|250520
112882|['Casual', 'Strategy']|Gnomes Garden|2015|415830
112883|['Action']|ScudBuster|2015|425010
112884|['Adventure', 'Indie', 'RPG', 'Simulation', 'Strategy', 'Early Access']|Blood of Magic|2015|426590
112885|['Indie', 'RPG']|The ORPHEUS Ruse Demo|2013|428030
112886|['Indie', 'RPG']|The ORPHEUS Ruse|2013|428020
112887|['Casual', 'Simulation']|Rocksmith® 2014 – Mötley Crüe - “Home Sweet Home”|2015|390410
112888|['Indie', 'RPG', 'Strategy']|Fantasy Grounds - AAW Map Pack Vol 2|2015|425181
112889|['Indie', 'RPG', 'Strategy']|Fantasy Grounds - AAW Map Pack Vol 1|2015|425180
112890|['Indie', 'RPG', 'Strategy']|Fantasy Grounds - AAW Map Pack Vol 3|2015|425182
112891|['Indie', 'RPG', 'Strategy']|Fantasy Grounds - Baldur's Gate: Enhanced Edition Item Pack|2015|428520
112892|['Adventure', 'Indie', 'RPG']|Swords and Sorcery - Underworld - Definitive Edition|2015|408400
112893|['Adventure', 'Casual', 'Indie', 'RPG', 'Simulation']|Pay2Win: The Tricks Exposed|2015|416760
112894|['Casual', 'Indie']|GravBlocks - Puzzle Solver|2015|420450
112895|['Casual', 'Simulation']|Rocksmith® 2014 – Mötley Crüe - “Kickstart My Heart”|2015|390406
112896|['Casual', 'Indie']|GravBlocks|2015|403300
112897|['Action', 'Adventure', 'Indie']|Monsterland|2015|406920
112898|['Casual', 'Indie', 'RPG', 'Simulation', 'Strategy']|Tabletop Simulator - Mistfall|2015|425960
112899|['Free to Play', 'Massively Multiplayer', 'Strategy']|VEGA Conflict|2015|339600
112900|['Indie', 'RPG', 'Simulation', 'Strategy']|Star Nomad 2|2015|414950
112901|['Indie', 'Strategy']|Puzzle Strike - Shadows Characters|2015|408550
112902|['Racing']|Nulldrifters|2015|397640
112903|['Action']|Design Award Costumes 2015 Set|2015|425140
112904|['Action', 'Casual', 'Simulation']|Avaris 2: The Return of the Empress|2015|421890
112905|['Action', 'Indie', 'RPG']|Nuclear Throne - Original Soundtrack by Jukio Kallio|2015|428400
112906|['Action', 'Indie', 'Strategy', 'Early Access']|Element|2015|422300
112907|['Action', 'Indie', 'RPG']|Dragonpath Demo|2015|428090
112908|['Action', 'Indie', 'Strategy', 'Early Access']|Squad|2015|393380
112909|['Action', 'Casual', 'Indie']|Gem Wars: Attack of the Jiblets|2015|370590
112910|['Indie', 'Racing', 'Simulation', 'Sports']|MicroRC Simulation|2015|418170
112911|['Action', 'Adventure']|Project Pulsation|2015|424000
112912|['Action', 'Casual', 'Indie']|Pyramid Raid|2015|386510
112913|['Strategy']|Heroes of Normandie: US Rangers|2015|421100
112914|['Racing']|WRC 5 - WRC eSports Pack 1|2015|398472
112915|['Adventure']|Undercover Missions: Operation Kursk K-141|2015|403390
112916|['Action', 'Free to Play', 'Massively Multiplayer', 'Racing', 'Early Access']|Metal War Online: Retribution|2015|412470
112917|['Action', 'Indie', 'RPG']|Axion|2015|380570
112918|['Racing']|WRC 5 - Season Pass|2015|398471
112919|['Casual', 'Indie', 'Sports']|Foosball: World Tour|2015|386400
112920|['Casual', 'Indie', 'Sports']|Foosball: World Tour - Bonus Cities|2015|401700
112921|['Indie', 'RPG']|Choice of Kung Fu|2012|423440
112922|['Indie']|1,000 Heads Among the Trees|2015|406730
112923|['Indie', 'RPG', 'Strategy']|Fantasy Grounds - Baldur's Gate Portrait Pack|2015|425030
112924|['Indie', 'RPG', 'Strategy']|Fantasy Grounds - Baldur's Gate Enhanced Portrait Pack|2015|425090
112925|['Indie', 'RPG', 'Strategy']|Fantasy Grounds - Baldur's Gate II Portrait Pack|2015|425060
112926|['Indie', 'RPG', 'Strategy']|Fantasy Grounds - Icewind Dale Portrait Pack|2015|425020
112927|['Action', 'Adventure', 'Indie', 'RPG']|Stories of Bethem: Full Moon|2015|412270
112928|['Racing']|WRC 5 - WRC Concept Car S|2015|398470
112929|['Adventure', 'Indie']|Stone Tales|2015|405590
112930|['Casual', 'Strategy']|Battle Chess: Game of Kings™|2015|200150
112932|['Casual']|Rubled|2015|402460
112933|['Indie', 'RPG']|Choice of Kung Fu Demo|2012|423450
112934|['Action', 'Free to Play', 'Massively Multiplayer', 'Simulation', 'Strategy']|MechWarrior Online™ - Heavy ‘Mech Performance Steam Pack|2015|412242
112935|['Action', 'Free to Play', 'Massively Multiplayer', 'Simulation', 'Strategy']|MechWarrior Online™ - Assault ‘Mech Performance Steam Pack|2015|412243
112936|['Action', 'Adventure', 'Indie', 'RPG', 'Strategy']|Blood and Gold: Caribbean!|2015|413710
112937|['Action', 'Free to Play', 'Massively Multiplayer', 'Simulation', 'Strategy']|MechWarrior Online™ - Light ‘Mech Performance Steam Pack|2015|412240
112938|['Action', 'Free to Play', 'Massively Multiplayer', 'Simulation', 'Strategy']|MechWarrior Online™ - Medium ‘Mech Performance Steam Pack|2015|412241
112939|['Action', 'Free to Play', 'Massively Multiplayer', 'RPG']|Devilian|2015|407510
112940|['Utilities']|Gamefuel Driver Control|2015|417540
112941|['Action', 'Free to Play', 'Massively Multiplayer', 'RPG']|Devilian: Awakened Pack|2015|425981
112942|['Action', 'Free to Play', 'Massively Multiplayer', 'RPG']|Devilian: Revival Pack|2015|425980
112943|['Indie', 'RPG']|Pale Echoes|2015|377190
112944|['Simulation']|FSX: Steam Edition - REX 4 Texture Direct Enhanced Edition Add-On|2015|379542
112945|['Simulation']|FSX: Steam Edition - FTX Trees HD Add-On|2015|379565
112946|['Action', 'Indie']|Reverse x Reverse|2015|413580
112947|['Action', 'Adventure', 'Indie', 'RPG']|Block Story™|2015|270110
112948|['Simulation']|RTK Maker - Face CG Koei Variety Set - 三国志ツクール 顔登録素材 「コーエーバラエティ」セット|2015|426200
112950|['Action']|GGXrd System Voice - MILLIA RAGE|2015|419476
112951|['Simulation']|RTK Maker - Face CG Gust Set - 三国志ツクール 顔登録素材 「ガスト」セット|2015|426720
112952|['Simulation']|RTK Maker - Face CG Neo Romance Set - 三国志ツクール 顔登録素材 「ネオロマンス」セット|2015|426700
112953|['Simulation']|RTK Maker - Face CG Tecmo Set - 三国志ツクール 顔登録素材 「テクモ」セット|2015|426710
112954|['Free to Play', 'Racing', 'Simulation', 'Sports']|RaceRoom - Audi Sport TT Cup 2015|2015|422670
112955|['Action', 'Adventure', 'Indie']|PewDiePie: Legend of the Brofist|2015|390520
112956|['Racing', 'Simulation', 'Sports']|MotoGP™15 Compact|2015|403880
112957|['Action', 'Indie']|Fist Slash: Of Ultimate Fury|2015|409070
112958|['Audio Production', 'Utilities']|Rytmik Ultimate|2015|375840
112959|['Indie', 'RPG', 'Strategy']|Shadowrun Chronicles: INFECTED Director's Cut|2015|421900
112960|['Simulation']|OMSI 2 Add-On Projekt Gladbeck|2015|405360
112961|['Action', 'Adventure', 'Indie']|Crossbow Warrior - The Legend of William Tell|2015|412010
112962|['Simulation']|Train Simulator: NJ TRANSIT® GP40PH-2B Loco Add-On|2015|325991
112963|['Indie', 'Strategy']|RoBoRumble|1998|420970
112964|['RPG']|LIGHTNING RETURNS™: FINAL FANTASY® XIII|2015|345350
112965|['Action']|Raiden Legacy - Steam Edition|2015|407600
112966|['Action']|GGXrd Extra Color Palettes - AXL LOW|2015|419947
112967|['Action']|GGXrd Extra Color Palettes - POTEMKIN|2015|419946
112968|['Action']|GGXrd Extra Color Palettes - FAUST|2015|419948
112969|['Action']|GGXrd Extra Color Palettes - CHIPP ZANUFF|2015|419944
112970|['Action']|GGXrd Extra Color Palettes - MAY|2015|419942
112971|['Action']|GGXrd Extra Color Palettes - VENOM|2015|419945
112972|['Action']|GGXrd Extra Color Palettes - KY KISKE|2015|419941
112973|['Action']|GGXrd Extra Color Palettes - SOL BADGUY|2015|419940
112974|['Action']|GGXrd Extra Color Palettes - MILLIA RAGE|2015|419943
112975|['Action']|GGXrd System Voice - LEO WHITEFANG|2015|419939
112976|['Action']|GGXrd System Voice - SLAYER|2015|419933
112977|['Action']|GGXrd System Voice - BEDMAN|2015|419935
112978|['Action']|GGXrd System Voice - RAMLETHAL VALENTINE|2015|419936
112979|['Action']|GGXrd System Voice - FAUST|2015|419931
112980|['Action']|GGXrd System Voice - AXL LOW|2015|419930
112981|['Action']|GGXrd System Voice - POTEMKIN|2015|419479
112982|['Action']|GGXrd System Voice - VENOM|2015|419478
112983|['Action']|GGXrd System Voice - CHIPP ZANUFF|2015|419477
112984|['Action', 'Indie']|Red Game Without A Great Name|2015|419500
112985|['Action', 'Adventure', 'Indie', 'RPG']|FIVE: Guardians of David Art Book|2015|422691
112986|['Action', 'Indie']|Vector Strain|2015|419090
112987|['Action', 'Indie']|Vector Strain OST|2015|426220
112988|['Action', 'Adventure', 'Indie', 'RPG']|FIVE: Guardians of David Soundtrack|2015|422690
112989|['Indie', 'Simulation']|Vehicle Simulator|2009|416190
112990|['Indie', 'Simulation']|Essential Gliders|2015|425910
112991|['Indie', 'Simulation']|Essential Helicopters|2015|425920
112992|['Indie', 'Simulation']|Essential Boats|2015|425930
112993|['Indie', 'Simulation']|Essential Planes|2015|425750
112994|['Indie', 'Simulation']|Essential Scenery|2015|425940
112995|['Adventure', 'Casual', 'Indie']|The Last Dream: Developer's Edition Demo|2015|426900
112996|['Simulation', 'Sports']|Wrestling Spirit 3|2015|422140
112997|['Indie', 'Sports', 'Strategy']|LocoSoccer|2015|396360
112998|['Simulation']|Romance of the Three Kingdoms Maker / 三国志ツクール|2015|397720
112999|['Action']|GGXrd Extra Color Palettes - LEO WHITEFANG|2015|419966
113000|['RPG', 'Simulation']|Comic Book Hero: The Greatest Cape|2015|422130
113001|['Simulation']|RTK Maker - Upgrade to Full Edition - 三国志ツクール フル版アップグレードキー|2015|413590
113002|['Action', 'Casual', 'Indie']|Gun Wings|2014|348240
113003|['Action', 'Adventure', 'Indie', 'Simulation', 'Strategy']|The Escapists - Santa's Sweatshop|2015|412990
113004|['Action', 'Indie', 'Strategy']|Castle Chaos|2015|412410
113005|['Action', 'Adventure', 'Indie']|VolChaos|2015|354030
113006|['Action', 'Indie', 'Massively Multiplayer']|Ace of Spades: Battle Builder - Hurt + Heal Pack|2015|420650
113007|['Adventure', 'Indie']|History in Letters - The Eternal Alchemist|2015|318680
113008|['Simulation']|FSX: Steam Edition - Diamond DA20-100 Katana 4X Add-On|2015|379563
113009|['Action', 'Free to Play', 'Indie']|Apotheon Arena|2015|417890
113010|['Action', 'Indie']|The Mean Greens - Plastic Warfare|2015|360940
113011|['Simulation']|FSX: Steam Edition - Arctic Rescue Add-On|2015|343962
113012|['Casual', 'Simulation']|Rocksmith® 2014 – Tenacious D - “Tribute”|2015|390402
113013|['Casual', 'Simulation']|Rocksmith® 2014 – Tenacious D - “The Metal”|2015|390403
113015|['Casual', 'Simulation']|Rocksmith® 2014 – Tenacious D Song Pack|2015|390405
113016|['Action', 'Adventure', 'RPG']|Mytheon|2010|413030
113017|['Casual', 'Simulation']|Rocksmith® 2014 – Tenacious D - “Master Exploder”|2015|390404
113018|['Action', 'Adventure', 'Indie']|Ben and Ed|2015|395200
113019|['Adventure', 'Indie', 'RPG', 'Strategy']|City of Chains|2015|412170
113020|['Indie', 'Strategy']|100% Orange Juice - Sham & Sherry Character Pack|2015|425360
113021|['Action', 'Adventure']|Zombie Vikings|2015|337480
113022|['Action', 'Adventure']|Zombie Vikings - Raybjörn Character|2015|402640
113023|['Action', 'Adventure']|Zombie Vikings - Soundtrack|2015|412960
113024|['Adventure', 'Casual', 'Indie', 'RPG', 'Simulation']|Adventurer Manager - Endless Tower|2015|348210
113025|['Action', 'Adventure']|Zombie Vikings - Frostbjörn Character|2015|402650
113026|['Adventure', 'Indie']|Detective Grimoire Soundtrack|2015|421950
113027|['Action', 'Casual', 'Indie']|Haunt the House: Terrortown Soundtrack|2015|421940
113028|['Action', 'Indie']|Bullet Heaven 2 - Soundtrack|2015|419210
113029|['Indie']|Volvox|2015|392600
113030|['Indie', 'RPG']|Celestian Tales: Old North - Original Soundtrack|2015|413330
113031|['Adventure']|Message Quest: Original Soundtrack|2015|421920
113032|['Casual', 'Indie', 'Massively Multiplayer', 'Simulation', 'Sports', 'Strategy']|Pool Nation FX - Unlock Offline|2015|421771
113033|['Casual', 'Indie', 'Massively Multiplayer', 'Simulation', 'Sports', 'Strategy']|Pool Nation FX - Unlock Online|2015|421770
113035|['Casual', 'Free to Play', 'Indie', 'Simulation', 'Sports', 'Strategy']|Pool Nation FX Lite|2015|314000
113036|['Action', 'Indie', 'Racing']|Dexterity Ball 3D™|2015|403680
113037|['Action', 'Adventure', 'Indie', 'Massively Multiplayer']|Manyland|2015|342280
113039|['Action', 'Adventure', 'Indie']|The Ritual on Weylyn Island|2015|381050
113040|['Indie', 'RPG', 'Strategy', 'Early Access']|Rise of Keepers|2015|422210
113041|['Indie', 'RPG', 'Early Access']|Blessed Ones: The Magic Wolves|2015|424310
113042|['Action', 'Indie', 'RPG']|Nuclear Throne|2015|242680
113044|['Casual', 'Indie']|SquareCells|2015|416770
113045|['Adventure', 'Indie', 'RPG', 'Simulation', 'Strategy']|The Curious Expedition OST|2015|408510
113047|['Action', 'Indie']|Bullet Heaven 2|2015|412670
113048|['Action']|HELLDIVERS™ - Ranger Pack|2015|395230
113049|['Action']|HELLDIVERS™|2015|394510
113050|['Action']|HELLDIVERS™ - Defenders Pack|2015|395232
113051|['Action']|HELLDIVERS™ - Support Pack|2015|395233
113052|['Action']|HELLDIVERS™ - Pilot Pack|2015|395234
113053|['Action']|HELLDIVERS™ - Commando Pack|2015|395231
113054|['Racing', 'Simulation', 'Sports']|MotoGP™15 GP de Portugal Circuito Estoril|2015|392430
113055|['Simulation']|TS Marketplace: dia. 1/141 HTO 21t Coal Hopper Wagon Pack|2015|326020
113056|['Simulation']|TS Marketplace: dia. 1/146 HTO 21t Coal Hopper Wagon Pack|2015|326021
113057|['Simulation']|TS Marketplace: dia. 1/146 HTV 21t Coal Hopper Wagon Pack|2015|326029
113058|['Simulation']|TS Marketplace: dia. 1/146 HTV 25t Coal Hopper Wagon Pack|2015|326028
113059|['Simulation']|TS Marketplace: BDO 60T Unfitted Bogie Bolster Wagon Pack|2015|326026
113060|['Simulation']|Train Simulator: Return to Maerdy Loco Add-On|2015|325956
113061|['Simulation']|TS Marketplace: BRV 50T BORAIL EB/EC Wagons Pack|2015|326031
113062|['Action', 'Casual']|Nyan Cat: Lost In Space|2015|415420
113063|['Adventure', 'Indie', 'RPG', 'Simulation']|Our Love Will Grow|2015|423770
113064|['Free to Play', 'Indie']|Dr. Langeskov, The Tiger, and The Terribly Cursed Emerald: A Whirlwind Heist|2015|409160
113065|['Action', 'Adventure', 'Indie']|Earth Overclocked|2015|387060
113066|['Indie', 'RPG']|Pendragon Rising|2015|423320
113067|['Indie', 'RPG']|Pendragon Rising Demo|2015|423330
113068|['Indie', 'RPG']|Community College Hero: Trial by Fire|2015|423120
113069|['Indie', 'RPG']|Community College Hero: Trial by Fire Demo|2015|423130
113070|['Casual', 'Indie', 'Strategy']|Monstro: Battle Tactics|2014|369310
113071|['Casual', 'Indie', 'Strategy']|Monstro: Battle Tactics Soundtrack|2015|421780
113072|['Action', 'RPG']|DRAGON QUEST HEROES™ Slime Edition|2015|410850
113073|['Action', 'Indie']|Warhammer: End Times - Vermintide Sigmar's Blessing|2015|419070
113074|['Action', 'Casual', 'Indie']|Beatbuddy: On Tour|2015|412970
113075|['RPG', 'Strategy']|Lords of Magic: Special Edition|1997|404040
113076|['Strategy']|Lords of the Realm|1994|254920
113077|['RPG', 'Strategy']|Lords of the Realm II|1996|397350
113078|['Simulation', 'Strategy']|Lords of the Realm III|2004|254860
113079|['Adventure', 'Casual']|Vampire Legends: The True Story of Kisilova|2015|414660
113080|['Indie']|Blood Code OST|2015|414110
113081|['Indie']|The Purring Quest Original Soundtrack|2015|425170
113082|['Action', 'Indie', 'RPG', 'Strategy']|Steel Rain|2015|387240
113083|['Indie', 'Massively Multiplayer', 'RPG']|The Black Watchmen - Season 2: Enduring Conflict|2015|396810
113085|['Action', 'RPG']|PAYDAY 2: The Point Break Heists|2015|422400
113086|['Action', 'RPG']|Save Your Mother|2015|423740
113087|['Casual', 'Indie']|The BoX|2015|424750
113088|['Action', 'Adventure', 'Casual', 'Indie']|ShipLord|2015|422250
113090|['Action', 'Indie', 'Strategy']|Awesomenauts - Rockstar Announcer|2015|399834
113091|['Action', 'Indie', 'Strategy']|Awesomenauts - Specimen X-58 Skin|2015|256506
113092|['Strategy']|Militia|2015|421260
113093|['Adventure', 'RPG']|Legacy of Dorn: Herald of Oblivion|2015|389850
113094|['Casual', 'Free to Play', 'Indie']|Carpe Diem - Extra Package|2015|425120
113096|['RPG']|Ruzar - The Life Stone|2015|366510
113097|['Action', 'Adventure', 'Indie']|Corgi Warlock|2015|414920
113098|['Adventure', 'Indie', 'RPG']|Novus Inceptio - The Official Soundtrack|2015|425270
113099|['Adventure', 'Casual', 'Indie']|The Last Dream: Developer's Edition|2015|395860
113100|['Action', 'Adventure', 'Casual', 'Indie']|Beatbuddy: Tale of the Guardians - Original Soundtrack|2015|257310
113101|['Indie', 'RPG', 'Strategy']|Jagged Alliance Online: Reloaded - Echo|2015|416712
113102|['Indie', 'RPG', 'Strategy']|Jagged Alliance Online: Reloaded - Ivan|2015|416710
113103|['Indie', 'RPG', 'Strategy']|Jagged Alliance Online: Reloaded - Raven|2015|416713
113104|['Indie', 'RPG', 'Strategy']|Jagged Alliance Online: Reloaded - Shadow|2015|416711
113105|['Action']|Tom Clancy's Rainbow Six® Siege|2015|359550
113106|['Action', 'Adventure', 'Indie']|Super Mega Bob|2015|391960
113107|['Action', 'Indie', 'Racing', 'Sports']|Rocket League® - Chaos Run DLC Pack|2015|408610
113108|['Massively Multiplayer', 'Simulation']|Lif Demo|2015|379250
113109|['Adventure']|Adventure Time: Finn and Jake Investigations|2015|369300
113110|['Action', 'Adventure', 'Casual', 'Indie']|The Legend of Dark Witch|2015|420770
113111|['Adventure']|Adventure Time: Artifact Checking|2015|413790
113112|['Action', 'Adventure', 'Indie', 'Massively Multiplayer', 'Simulation', 'Early Access']|The Isle|2015|376210
113113|['Adventure', 'Indie', 'RPG']|Samsa and the Knights of Light|2015|371320
113114|['Casual', 'Simulation']|Construction Simulator 2015: St. John’s Hospital Fuchsberg|2015|404281
113115|['Action', 'Adventure', 'Casual', 'Indie', 'Strategy']|Hit Tank PRO|2015|423760
113116|['Action', 'Adventure', 'Casual', 'Indie', 'Strategy']|Hit Tank PRO Demo|2015|424070
113117|['Casual', 'Simulation']|CITYCONOMY: Service for your City|2015|304580
113118|['Action', 'Free to Play', 'Massively Multiplayer', 'RPG']|Sphere III: Enchanted World|2015|397040
113119|['Action', 'Indie']|Into The War|2015|346370
113120|['Action', 'Casual', 'Indie']|GOCCO OF WAR: Theme Song|2015|419951
113121|['Adventure', 'Indie']|Mayjasmine Episode01 - What is God?|2015|417110
113122|['Action', 'Indie']|Planet Diver|2015|417980
113123|['Action', 'Adventure']|Just Cause™ 3 - Mini-Gun Racing Boat|2015|388291
113124|['Action', 'Adventure']|Just Cause™ 3 - Combat Buggy|2015|388290
113125|['Action', 'Adventure']|Just Cause™ 3 - Capstone Bloodhound RPG|2015|388294
113126|['Action', 'Adventure']|Just Cause™ 3 - Rocket Launcher Sports Car|2015|388292
113127|['Action', 'Adventure', 'Casual', 'Indie', 'Strategy']|Plastiland|2015|421880
113128|['Action', 'Adventure']|Just Cause™ 3 - Final Argument Sniper Rifle|2015|388293
113129|['Action', 'Indie']|Expander|2015|410470
113130|['Simulation', 'Strategy']|Content Pack - Europa Universalis IV: The Cossacks|2015|373380
113131|['Simulation', 'Strategy']|Expansion - Europa Universalis IV: The Cossacks|2015|373370
113132|['Adventure', 'Casual', 'Simulation', 'Strategy']|Adelantado Trilogy. Book one|2015|423600
113133|['Simulation', 'Strategy']|Europa Universalis IV: Sabaton Soundtrack|2015|415680
113134|['Indie']|Dissonance: An Interactive Novelette|2015|421620
113135|['Action', 'Adventure', 'Indie', 'RPG']|Cally's Caves 3 - Soundtrack|2015|422120
113136|['Action', 'Adventure', 'Indie', 'RPG']|Cally's Caves 3 Demo|2015|422160
113137|['Casual', 'Indie', 'Strategy']|Tenshu General|2015|363180
113138|['Adventure', 'Indie', 'Simulation']|Don't Starve: Shipwrecked|2015|393010
113139|['Indie', 'Simulation', 'Early Access']|Professor Why™: The Quantum Eye|2015|369460
113140|['Action', 'Casual']|Relic Alone|2015|419000
113141|['Adventure', 'Indie']|Miko Gakkou Monogatari: Kaede Episode|2015|332370
113142|['Sports']|Handball 16|2015|384320
113143|['Action', 'Adventure', 'Casual', 'Indie']|Akuatica|2015|401330
113144|['Simulation']|3d Engineers Demo|2015|423370
113145|['Action', 'Adventure', 'Indie']|Wicked Witches|2015|411630
113146|['Adventure', 'Indie', 'RPG']|To the Moon, too! (Comic+)|2015|418890
113147|['Action', 'Adventure', 'Indie', 'Strategy']|Cryptark Soundtrack|2015|424120
113148|['Casual', 'Free to Play', 'Indie', 'Massively Multiplayer', 'RPG', 'Early Access']|Legend of Dungeon: Masters|2015|405980
113149|['Indie', 'Simulation', 'Sports']|Pulsen: Souleye|2015|370370
113150|['Casual', 'Free to Play', 'Indie']|Carpe Diem|2015|423880
113151|['Action', 'Adventure', 'Indie']|Yet Another World|2015|411740
113152|['Adventure', 'Free to Play', 'Indie', 'Early Access']|I must kill...: Fresh Meat|2015|420880
113153|['Free to Play', 'Massively Multiplayer', 'RPG', 'Strategy']|Might & Magic Heroes Online|2015|336520
113154|['Action', 'Adventure', 'Casual', 'Indie', 'Strategy', 'Early Access']|Dead Acres|2015|404550
113155|['Casual', 'Simulation']|Rocksmith® 2014 – The Black Keys - “Lonely Boy”|2015|390390
113156|['Casual', 'Simulation']|Rocksmith® 2014 – The Black Keys - “Little Black Submarines”|2015|390391
113157|['Casual', 'Simulation']|Rocksmith® 2014 – The Black Keys - “Howlin’ For You”|2015|390392
113158|['Casual', 'Simulation']|Rocksmith® 2014 – The Black Keys - “Thickfreakness”|2015|390394
113159|['Casual', 'Simulation']|Rocksmith® 2014 – The Black Keys - “Your Touch”|2015|390393
113160|['Casual', 'Simulation']|Rocksmith® 2014 – The Black Keys Song Pack II|2015|390395
113161|['Action', 'Adventure', 'Indie', 'RPG']|KRUM - Edge Of Darkness|2015|420210
113162|['Adventure', 'Indie', 'RPG', 'Strategy']|Dungeon of the Endless™ - Rescue Team Add-on|2015|407200
113163|['Indie']|Albert and Otto - Original Soundtrack|2015|418580
113164|['Adventure', 'Casual', 'Indie', 'RPG']|Lost Labyrinth Extended Version|2015|420920
113165|['Adventure', 'Indie', 'RPG', 'Strategy']|Dungeon of the Endless™ - Organic Matters Update|2015|407210
113166|['Racing', 'Simulation', 'Sports']|Project CARS - Classic Lotus Track Expansion|2015|334782
113167|['Action', 'Adventure']|Batman™: Arkham Knight - Catwoman's Revenge|2015|401630
113168|['Action', 'Adventure']|Batman™: Arkham Knight - Crime Fighter Challenge Pack #4|2015|401625
113169|['Action', 'Adventure']|Batman™: Arkham Knight - WayneTech Track Pack|2015|401632
113170|['Action', 'Adventure']|Batman™: Arkham Knight - A Flip of a Coin|2015|401633
113171|['Action', 'Adventure']|Batman™: Arkham Knight - Riddler Themed Batmobile Skin|2015|405031
113172|['Adventure', 'Casual']|CLANNAD|2015|324160
113173|['Action', 'Adventure']|Batman™: Arkham Knight - Robin and Batmobile Skins Pack|2015|401631
113174|['Adventure', 'RPG']|The Deed|2015|420740
113175|['Adventure', 'Indie']|The Land Of Lamia|2015|385310
113176|['Action', 'Indie', 'Strategy']|Mighty Switch Force! Academy|2015|350210
113177|['Adventure', 'Indie']|Days Under Custody|2015|412730
113178|['Action', 'Casual', 'Indie', 'Early Access']|Heroes Never Lose: Professor Puzzler's Perplexing Ploy|2015|342530
113179|['Action', 'Indie', 'RPG']|Indivisible Prototype Demo|2015|421830
113180|['Indie', 'RPG', 'Simulation', 'Strategy', 'Early Access']|Idle Civilization|2015|418910
113181|['Adventure', 'Casual', 'Strategy']|Goblin Defenders: Steel‘n’ Wood|2013|416310
113182|['Action', 'Indie']|Umihara Kawase Shun: Steam Edition|2015|384700
113183|['Action', 'Indie']|Super Snow Fight|2015|365090
113184|['Indie', 'Massively Multiplayer', 'Strategy']|ABD - Legacy Edition|2015|388030
113185|['Action']|Zero Punctuation: Hatfall - Hatters Gonna Hat Edition|2015|403700
113186|['Indie', 'Strategy']|Chaos Reborn Demo|2015|419060
113187|['Action', 'Indie', 'Racing']|Switch Galaxy Ultra|2015|359060
